# LAB = 1 - N = 256 - CODE = original - COMPILER: gcc-9, clang-10
gcc, -O1 -march=native -ffast-math -funroll-loops -floop-block,0.477032,2.302708,0.020796,0.026622
gcc, -O1 -march=native -ffast-math -funroll-loops -floop-block,0.591403,2.526395,0.020896,0.026745
gcc, -O1 -march=native -ffast-math -funroll-loops -floop-block,0.56991,2.466903,0.021096,0.026997
gcc, -O1 -march=native -ffast-math -funroll-loops -floop-block,0.589697,2.535059,0.020906,0.026759
gcc, -O1 -march=native -ffast-math -funroll-loops -floop-block,0.621629,2.673743,0.020945,0.026806
gcc, -O1 -march=native -ffast-math -funroll-loops -floop-block,0.560444,2.696238,0.025267,0.032337
gcc, -O1 -march=native -ffast-math -funroll-loops -floop-block,0.642576,2.688389,0.025275,0.032339
gcc, -O2,0.745569,3.230449,0.027042,0.034479
gcc, -O2,0.770647,3.414385,0.027269,0.034767
gcc, -O2,0.651457,3.028951,0.027236,0.034724
gcc, -O2,0.664463,3.050351,0.027182,0.034665
gcc, -O2,0.693298,2.779205,0.024464,0.031284
gcc, -O2,0.705893,3.412615,0.027398,0.034928
gcc, -O2,0.647453,3.049444,0.027466,0.035004
gcc, -O2,0.693457,3.009669,0.027304,0.034815
gcc, -O2,0.653636,3.029102,0.026555,0.033859
gcc, -O2,0.725824,3.298057,0.026091,0.033258
gcc, -O2 -march=native,0.712871,3.365875,0.026997,0.034337
gcc, -O2 -march=native,0.721071,3.390117,0.027154,0.034538
gcc, -O2 -march=native,0.693417,3.225321,0.027063,0.034418
gcc, -O2 -march=native,0.608186,2.992488,0.027236,0.034632
gcc, -O2 -march=native,0.592212,2.82322,0.024338,0.030952
gcc, -O2 -march=native,0.644259,3.037385,0.023401,0.029755
gcc, -O2 -march=native,0.560347,2.693474,0.023327,0.029552
gcc, -O2 -march=native,0.550793,2.588834,0.023308,0.029637
gcc, -O2 -march=native,0.646658,3.032569,0.023435,0.029797
gcc, -O2 -march=native,0.572292,2.731329,0.023368,0.029712
gcc, -O2 -march=native -ffast-math,0.650477,3.643005,0.028538,0.036055
gcc, -O2 -march=native -ffast-math,0.645942,3.695248,0.028512,0.036059
gcc, -O2 -march=native -ffast-math,0.556141,3.201055,0.028585,0.036129
gcc, -O2 -march=native -ffast-math,0.552678,3.437456,0.028507,0.03603
gcc, -O2 -march=native -ffast-math,0.607484,3.441692,0.028548,0.036057
gcc, -O2 -march=native -ffast-math,0.616183,3.497324,0.028381,0.035878
gcc, -O2 -march=native -ffast-math,0.616277,3.486936,0.028556,0.036083
gcc, -O2 -march=native -ffast-math,0.560198,3.196543,0.028421,0.035914
gcc, -O2 -march=native -ffast-math,0.552067,3.188584,0.028385,0.035867
gcc, -O2 -march=native -ffast-math,0.570178,3.298094,0.028626,0.036214
gcc, -O2 -march=native -funroll-loops,0.627051,2.982602,0.023098,0.029399
gcc, -O2 -march=native -funroll-loops,0.610954,2.939128,0.02299,0.029264
gcc, -O2 -march=native -funroll-loops,0.545983,2.664988,0.022787,0.029016
gcc, -O2 -march=native -funroll-loops,0.587516,2.807288,0.022891,0.029148
gcc, -O2 -march=native -funroll-loops,0.586769,2.804767,0.023065,0.029362
gcc, -O2 -march=native -funroll-loops,0.558011,2.664467,0.022946,0.029215
gcc, -O2 -march=native -funroll-loops,0.516759,2.599824,0.023053,0.029343
gcc, -O2 -march=native -funroll-loops,0.569541,2.774613,0.02281,0.029037
gcc, -O2 -march=native -funroll-loops,0.627043,2.981673,0.022988,0.029262
gcc, -O2 -march=native -funroll-loops,0.514499,2.540408,0.023029,0.029312
gcc, -O2 -march=native -floop-block,0.653954,3.028938,0.023319,0.029654
gcc, -O2 -march=native -floop-block,0.647548,3.054455,0.023242,0.029559
gcc, -O2 -march=native -floop-block,0.604401,2.890094,0.023221,0.029531
gcc, -O2 -march=native -floop-block,0.591887,2.785941,0.023361,0.029703
gcc, -O2 -march=native -floop-block,0.653046,3.031773,0.023399,0.029704
gcc, -O2 -march=native -floop-block,0.608247,2.908644,0.023322,0.029657
gcc, -O2 -march=native -floop-block,0.701234,3.228871,0.028132,0.035787
gcc, -O2 -march=native -floop-block,0.657396,3.122208,0.028264,0.035947
gcc, -O2 -march=native -floop-block,0.671917,3.161882,0.028373,0.036085
gcc, -O2 -march=native -floop-block,0.61381,2.984375,0.028186,0.035854
gcc, -O2 -march=native -ffast-math -funroll-loops,0.67877,4.133946,0.034075,0.0432
gcc, -O2 -march=native -ffast-math -funroll-loops,0.684561,4.160255,0.034231,0.043388
gcc, -O2 -march=native -ffast-math -funroll-loops,0.703535,3.843106,0.0342,0.04333
gcc, -O2 -march=native -ffast-math -funroll-loops,0.64058,3.551804,0.034024,0.043137
gcc, -O2 -march=native -ffast-math -funroll-loops,0.653618,3.651381,0.034009,0.043125
gcc, -O2 -march=native -ffast-math -funroll-loops,0.701946,3.924131,0.034041,0.043158
gcc, -O2 -march=native -ffast-math -funroll-loops,0.71369,3.864014,0.033789,0.042829
gcc, -O2 -march=native -ffast-math -funroll-loops,0.632758,3.613536,0.032615,0.041351
gcc, -O2 -march=native -ffast-math -funroll-loops,0.641563,3.719194,0.03064,0.038825
gcc, -O2 -march=native -ffast-math -funroll-loops,0.540339,3.268947,0.028213,0.03571
gcc, -O2 -march=native -ffast-math -floop-block,0.64091,3.688435,0.028733,0.036328
gcc, -O2 -march=native -ffast-math -floop-block,0.606967,3.658889,0.02869,0.036266
gcc, -O2 -march=native -ffast-math -floop-block,0.595692,3.274252,0.028204,0.03565
gcc, -O2 -march=native -ffast-math -floop-block,0.579333,3.416135,0.028429,0.035931
gcc, -O2 -march=native -ffast-math -floop-block,0.573396,3.289632,0.028383,0.035871
gcc, -O2 -march=native -ffast-math -floop-block,0.556703,3.184216,0.028446,0.035937
gcc, -O2 -march=native -ffast-math -floop-block,0.576,3.332428,0.028727,0.036332
gcc, -O2 -march=native -ffast-math -floop-block,0.545461,3.194395,0.02852,0.036044
gcc, -O2 -march=native -ffast-math -floop-block,0.602432,3.410038,0.028452,0.03596
gcc, -O2 -march=native -ffast-math -floop-block,0.619753,3.482503,0.028307,0.035778
gcc, -O2 -march=native -funroll-loops -floop-block,0.61346,2.928148,0.022911,0.02917
gcc, -O2 -march=native -funroll-loops -floop-block,0.607325,2.898336,0.022878,0.029125
gcc, -O2 -march=native -funroll-loops -floop-block,0.576988,2.770564,0.023065,0.029359
gcc, -O2 -march=native -funroll-loops -floop-block,0.578648,2.7694,0.022883,0.029133
gcc, -O2 -march=native -funroll-loops -floop-block,0.540496,2.637604,0.023063,0.029355
gcc, -O2 -march=native -funroll-loops -floop-block,0.549631,2.673413,0.022973,0.02924
gcc, -O2 -march=native -funroll-loops -floop-block,0.570366,2.797729,0.02298,0.029253
gcc, -O2 -march=native -funroll-loops -floop-block,0.545485,2.645168,0.022886,0.02914
gcc, -O2 -march=native -funroll-loops -floop-block,0.581105,2.791811,0.022985,0.02926
gcc, -O2 -march=native -funroll-loops -floop-block,0.630248,2.972564,0.023085,0.029384
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.604212,3.495599,0.028245,0.035737
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.638671,3.626329,0.028316,0.035861
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.542991,3.194242,0.028056,0.035497
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.580457,3.389716,0.028044,0.035521
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.690679,3.817114,0.034169,0.043316
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.601228,3.317276,0.03419,0.043332
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.713827,3.892405,0.034214,0.043367
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.628605,3.483789,0.034086,0.043208
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.648892,3.652606,0.034188,0.043335
gcc, -O2 -march=native -ffast-math -funroll-loops -floop-block,0.603618,3.423826,0.034194,0.043338
gcc, -O3,0.761157,3.288758,0.027262,0.034749
gcc, -O3,0.591974,3.39293,0.026535,0.033815
gcc, -O3,0.60573,2.841526,0.026551,0.033839
gcc, -O3,0.611857,2.912604,0.026693,0.034027
gcc, -O3,0.60343,2.758834,0.025709,0.032758
gcc, -O3,0.707511,3.153182,0.026199,0.033393
gcc, -O3,0.718409,3.183307,0.026709,0.034046
gcc, -O3,0.694272,3.118741,0.02596,0.033089
gcc, -O3,0.653618,2.987247,0.026584,0.033889
gcc, -O3,0.518357,2.93334,0.026335,0.033562
gcc, -O3 -march=native,0.746074,3.36685,0.026137,0.033293
gcc, -O3 -march=native,0.649327,3.38137,0.026218,0.033392
gcc, -O3 -march=native,0.657976,3.083823,0.026143,0.033298
gcc, -O3 -march=native,0.591064,2.816557,0.026325,0.033517
gcc, -O3 -march=native,0.630109,2.941132,0.025983,0.033095
gcc, -O3 -march=native,0.601579,2.797737,0.026152,0.033302
gcc, -O3 -march=native,0.637629,2.980051,0.026297,0.033488
gcc, -O3 -march=native,0.600796,2.853559,0.025979,0.033089
gcc, -O3 -march=native,0.548536,3.350432,0.0261,0.033238
gcc, -O3 -march=native,0.646563,2.978549,0.026201,0.033368
gcc, -O3 -march=native -ffast-math,0.736794,4.098778,0.03223,0.040827
gcc, -O3 -march=native -ffast-math,0.719113,4.067618,0.031941,0.04047
gcc, -O3 -march=native -ffast-math,0.626152,3.492126,0.032013,0.0405
gcc, -O3 -march=native -ffast-math,0.574675,3.235486,0.029252,0.037037
gcc, -O3 -march=native -ffast-math,0.590783,3.356056,0.028349,0.035913
gcc, -O3 -march=native -ffast-math,0.576871,3.237467,0.028513,0.03609
gcc, -O3 -march=native -ffast-math,0.57261,3.224058,0.028296,0.03583
gcc, -O3 -march=native -ffast-math,0.570205,3.204418,0.028257,0.035763
gcc, -O3 -march=native -ffast-math,0.59136,3.192039,0.028114,0.035623
gcc, -O3 -march=native -ffast-math,0.578634,3.203704,0.028294,0.035825
gcc, -O3 -march=native -funroll-loops,0.592306,2.939065,0.022974,0.029251
gcc, -O3 -march=native -funroll-loops,0.590473,2.95138,0.0231,0.029414
gcc, -O3 -march=native -funroll-loops,0.560302,2.682022,0.023023,0.029316
gcc, -O3 -march=native -funroll-loops,0.558294,2.692885,0.022797,0.029038
gcc, -O3 -march=native -funroll-loops,0.581621,2.810464,0.022921,0.029171
gcc, -O3 -march=native -funroll-loops,0.569381,2.741219,0.022884,0.029145
gcc, -O3 -march=native -funroll-loops,0.576802,2.753618,0.023018,0.029313
gcc, -O3 -march=native -funroll-loops,0.584237,2.783224,0.022859,0.02911
gcc, -O3 -march=native -funroll-loops,0.577043,2.758364,0.023134,0.029454
gcc, -O3 -march=native -funroll-loops,0.528949,2.541285,0.022871,0.029126
gcc, -O3 -march=native -floop-block,0.649022,2.929168,0.022962,0.029243
gcc, -O3 -march=native -floop-block,0.647833,2.948039,0.02281,0.029051
gcc, -O3 -march=native -floop-block,0.546303,2.526585,0.022846,0.029094
gcc, -O3 -march=native -floop-block,0.581844,2.712403,0.023032,0.029331
gcc, -O3 -march=native -floop-block,0.659768,2.800907,0.022853,0.029105
gcc, -O3 -march=native -floop-block,0.589102,2.674242,0.022988,0.029274
gcc, -O3 -march=native -floop-block,0.566936,2.573404,0.022861,0.029118
gcc, -O3 -march=native -floop-block,0.636423,2.974735,0.026123,0.033272
gcc, -O3 -march=native -floop-block,0.622844,3.355966,0.026113,0.033258
gcc, -O3 -march=native -floop-block,0.591093,3.175636,0.026224,0.033397
gcc, -O3 -march=native -ffast-math -funroll-loops,0.702312,4.104684,0.032429,0.041105
gcc, -O3 -march=native -ffast-math -funroll-loops,0.592227,4.156831,0.032674,0.041392
gcc, -O3 -march=native -ffast-math -funroll-loops,0.6167,3.603602,0.032724,0.041419
gcc, -O3 -march=native -ffast-math -funroll-loops,0.639371,3.743181,0.032432,0.041015
gcc, -O3 -march=native -ffast-math -funroll-loops,0.631069,3.70793,0.032631,0.041331
gcc, -O3 -march=native -ffast-math -funroll-loops,0.639793,3.652019,0.032488,0.041092
gcc, -O3 -march=native -ffast-math -funroll-loops,0.676788,3.632733,0.032449,0.04104
gcc, -O3 -march=native -ffast-math -funroll-loops,0.735754,4.145007,0.032523,0.041157
gcc, -O3 -march=native -ffast-math -funroll-loops,0.630535,3.635586,0.032307,0.040888
gcc, -O3 -march=native -ffast-math -funroll-loops,0.680782,3.949282,0.032586,0.041218
gcc, -O3 -march=native -ffast-math -floop-block,0.687885,4.026985,0.032202,0.040822
gcc, -O3 -march=native -ffast-math -floop-block,0.649248,4.084965,0.031738,0.040202
gcc, -O3 -march=native -ffast-math -floop-block,0.675703,3.855409,0.031863,0.040404
gcc, -O3 -march=native -ffast-math -floop-block,0.647089,3.569452,0.031862,0.040332
gcc, -O3 -march=native -ffast-math -floop-block,0.682267,3.855077,0.031679,0.040172
gcc, -O3 -march=native -ffast-math -floop-block,0.686219,3.805685,0.031609,0.040071
gcc, -O3 -march=native -ffast-math -floop-block,0.735776,4.118884,0.031875,0.040401
gcc, -O3 -march=native -ffast-math -floop-block,0.620555,3.872633,0.031997,0.040565
gcc, -O3 -march=native -ffast-math -floop-block,0.647652,3.627593,0.031883,0.040412
gcc, -O3 -march=native -ffast-math -floop-block,0.661859,3.883856,0.031953,0.040491
gcc, -O3 -march=native -funroll-loops -floop-block,0.709791,3.377582,0.02625,0.033431
gcc, -O3 -march=native -funroll-loops -floop-block,0.526438,3.388675,0.026291,0.03348
gcc, -O3 -march=native -funroll-loops -floop-block,0.626484,3.058576,0.024891,0.031683
gcc, -O3 -march=native -funroll-loops -floop-block,0.528655,2.658487,0.023068,0.029376
gcc, -O3 -march=native -funroll-loops -floop-block,0.603039,2.895417,0.023001,0.029292
gcc, -O3 -march=native -funroll-loops -floop-block,0.58936,2.814005,0.023243,0.029589
gcc, -O3 -march=native -funroll-loops -floop-block,0.579208,2.793173,0.022963,0.029245
gcc, -O3 -march=native -funroll-loops -floop-block,0.556313,2.741548,0.022992,0.02928
gcc, -O3 -march=native -funroll-loops -floop-block,0.567201,2.728239,0.023041,0.02934
gcc, -O3 -march=native -funroll-loops -floop-block,0.541753,2.58763,0.022971,0.029254
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.640469,3.655068,0.028537,0.036121
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.616857,3.621081,0.028713,0.036303
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.532203,3.033359,0.028517,0.036135
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.528701,3.15094,0.028333,0.035903
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.596661,3.440301,0.028577,0.036151
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.532987,3.383956,0.028507,0.03611
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.596683,3.434332,0.028463,0.035997
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.553587,3.363215,0.028443,0.036011
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.565797,3.222613,0.028212,0.03576
gcc, -O3 -march=native -ffast-math -funroll-loops -floop-block,0.602784,3.478027,0.028425,0.03599
gcc, -Ofast,0.659418,3.009211,0.023129,0.029445
gcc, -Ofast,0.658271,3.008868,0.023143,0.029458
gcc, -Ofast,0.497883,2.697818,0.023081,0.029383
gcc, -Ofast,0.60508,2.78979,0.023163,0.029486
gcc, -Ofast,0.658826,2.973207,0.02297,0.029243
gcc, -Ofast,0.613088,2.843745,0.023103,0.029413
gcc, -Ofast,0.740103,3.25511,0.028071,0.035737
gcc, -Ofast,0.735709,3.260838,0.027898,0.035522
gcc, -Ofast,0.755626,3.307863,0.027901,0.035525
gcc, -Ofast,0.668211,3.074644,0.027867,0.03547
gcc, -Ofast -march=native,0.704876,4.017811,0.032064,0.040567
gcc, -Ofast -march=native,0.65703,4.15316,0.032359,0.040951
gcc, -Ofast -march=native,0.648223,3.697816,0.032341,0.040958
gcc, -Ofast -march=native,0.677811,3.782089,0.032286,0.040889
gcc, -Ofast -march=native,0.618298,3.518773,0.032455,0.041033
gcc, -Ofast -march=native,0.693179,3.886327,0.032061,0.040575
gcc, -Ofast -march=native,0.594129,3.636561,0.032275,0.040825
gcc, -Ofast -march=native,0.691823,3.850572,0.032176,0.040716
gcc, -Ofast -march=native,0.659238,3.68936,0.032368,0.04099
gcc, -Ofast -march=native,0.691962,3.930032,0.032318,0.040882
gcc, -Ofast -march=native -ffast-math,0.732583,4.106804,0.032476,0.041066
gcc, -Ofast -march=native -ffast-math,0.57124,4.15269,0.032535,0.041146
gcc, -Ofast -march=native -ffast-math,0.697701,3.903856,0.032214,0.040812
gcc, -Ofast -march=native -ffast-math,0.611741,3.42871,0.032218,0.040788
gcc, -Ofast -march=native -ffast-math,0.642789,3.656841,0.032396,0.041005
gcc, -Ofast -march=native -ffast-math,0.643036,3.606241,0.03209,0.040634
gcc, -Ofast -march=native -ffast-math,0.714322,4.121134,0.032225,0.040778
gcc, -Ofast -march=native -ffast-math,0.641181,3.711591,0.032493,0.041137
gcc, -Ofast -march=native -ffast-math,0.627278,3.636642,0.03184,0.040292
gcc, -Ofast -march=native -ffast-math,0.641495,3.621864,0.032248,0.040851
gcc, -Ofast -march=native -funroll-loops,0.717813,4.159238,0.032714,0.041455
gcc, -Ofast -march=native -funroll-loops,0.567334,4.065602,0.031806,0.040271
gcc, -Ofast -march=native -funroll-loops,0.629397,3.655067,0.031463,0.039807
gcc, -Ofast -march=native -funroll-loops,0.575665,3.404169,0.028198,0.035703
gcc, -Ofast -march=native -funroll-loops,0.556307,3.437874,0.028588,0.036155
gcc, -Ofast -march=native -funroll-loops,0.577676,3.4546,0.028613,0.036233
gcc, -Ofast -march=native -funroll-loops,0.542541,3.188158,0.028592,0.036161
gcc, -Ofast -march=native -funroll-loops,0.54955,3.246235,0.028449,0.03604
gcc, -Ofast -march=native -funroll-loops,0.596125,3.395602,0.028452,0.035992
gcc, -Ofast -march=native -funroll-loops,0.586173,3.40933,0.028699,0.036317
gcc, -Ofast -march=native -floop-block,0.650285,3.595463,0.02811,0.03564
gcc, -Ofast -march=native -floop-block,0.602889,3.408834,0.027853,0.035328
gcc, -Ofast -march=native -floop-block,0.586031,3.269619,0.027875,0.035345
gcc, -Ofast -march=native -floop-block,0.562095,3.170907,0.027734,0.035155
gcc, -Ofast -march=native -floop-block,0.610993,3.331284,0.027798,0.035243
gcc, -Ofast -march=native -floop-block,0.564163,3.117239,0.027949,0.035394
gcc, -Ofast -march=native -floop-block,0.610947,3.362257,0.02785,0.035312
gcc, -Ofast -march=native -floop-block,0.579319,3.16894,0.027808,0.035218
gcc, -Ofast -march=native -floop-block,0.547124,3.047176,0.027942,0.035431
gcc, -Ofast -march=native -floop-block,0.61195,3.387899,0.028074,0.035575
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.63439,3.681282,0.028602,0.036228
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.605428,3.670611,0.028536,0.036111
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.592567,3.427842,0.028496,0.036064
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.58461,3.421446,0.028458,0.036054
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.595751,3.41754,0.028569,0.036149
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.560814,3.287286,0.028705,0.036328
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.603557,3.471094,0.028467,0.035993
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.67463,3.875482,0.032354,0.040924
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.620205,3.523407,0.032299,0.040923
gcc, -Ofast -march=native -ffast-math -funroll-loops,0.714353,4.108893,0.032536,0.041163
gcc, -Ofast -march=native -ffast-math -floop-block,0.725074,4.002499,0.032007,0.040536
gcc, -Ofast -march=native -ffast-math -floop-block,0.734761,4.083914,0.032045,0.040576
gcc, -Ofast -march=native -ffast-math -floop-block,0.641529,3.438162,0.031871,0.040398
gcc, -Ofast -march=native -ffast-math -floop-block,0.639067,3.361898,0.031767,0.040213
gcc, -Ofast -march=native -ffast-math -floop-block,0.625691,3.572853,0.032116,0.040664
gcc, -Ofast -march=native -ffast-math -floop-block,0.645598,3.57515,0.031964,0.040515
gcc, -Ofast -march=native -ffast-math -floop-block,0.686083,3.887115,0.03219,0.040798
gcc, -Ofast -march=native -ffast-math -floop-block,0.652009,3.666196,0.03207,0.040611
gcc, -Ofast -march=native -ffast-math -floop-block,0.679312,3.776959,0.032021,0.040566
gcc, -Ofast -march=native -ffast-math -floop-block,0.682277,3.772923,0.031757,0.04021
gcc, -Ofast -march=native -funroll-loops -floop-block,0.58843,4.163458,0.032604,0.041281
gcc, -Ofast -march=native -funroll-loops -floop-block,0.69065,4.123546,0.032784,0.041495
gcc, -Ofast -march=native -funroll-loops -floop-block,0.670829,3.923178,0.032798,0.041538
gcc, -Ofast -march=native -funroll-loops -floop-block,0.657673,3.812626,0.032599,0.041321
gcc, -Ofast -march=native -funroll-loops -floop-block,0.63162,3.64689,0.032481,0.041153
gcc, -Ofast -march=native -funroll-loops -floop-block,0.7095,4.065169,0.032646,0.041326
gcc, -Ofast -march=native -funroll-loops -floop-block,0.680638,3.943547,0.032498,0.041176
gcc, -Ofast -march=native -funroll-loops -floop-block,0.657744,3.907815,0.032519,0.041205
gcc, -Ofast -march=native -funroll-loops -floop-block,0.672766,3.962603,0.032592,0.041274
gcc, -Ofast -march=native -funroll-loops -floop-block,0.680562,3.935539,0.032368,0.041006
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.67729,4.062775,0.032589,0.041296
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.606944,4.193649,0.032784,0.041482
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.706737,4.172922,0.0324,0.041003
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.63742,3.724745,0.03253,0.041197
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.676457,3.880973,0.032616,0.04133
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.679407,3.939348,0.03262,0.041251
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.62561,3.699755,0.032721,0.041407
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.6281,3.67037,0.032486,0.041148
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.673974,3.964042,0.032591,0.041297
gcc, -Ofast -march=native -ffast-math -funroll-loops -floop-block,0.61239,3.67894,0.032523,0.041133
